,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
6125,6126,058422479.jpg,904,795,906,723,914,655,832,646,820,718,810,792,873,651,868,510,873.4204,470.6434,885.5796,382.3566,911,636,998,614,935,509,801,511,748,605,726,648,2.673604308793655,"football, touch, flag",sports
6126,6127,092019699.jpg,-1,-1,-1,-1,857,969,646,1021,-1,-1,-1,-1,752,995,742,515,730.0212,435.2091,694.9788,201.7909,869,959,901,749,894,491,590,538,553,823,507,1056,7.081016876127326,"football, touch, flag",sports
6127,6128,004915852.jpg,500,752,579,694,560,613,540,611,587,669,544,737,550,612,575,510,586.3567,494.7936,622.6433,446.2064,635,594,610,590,606,516,544,503,502,540,525,559,1.8192569911917336,"football, touch, flag",sports
6128,6129,057349958.jpg,550,1033,569,905,608,771,533,756,482,901,470,1035,571,764,613,582,616.6484,543.8133,624.3516,463.1867,704,747,692,679,680,595,545,569,434,631,384,662,2.42981480775799,"football, touch, flag",sports
6129,6130,085362993.jpg,1019,879,1031,756,1103,679,1023,679,1043,797,1069,896,1063,679,1073,504,1072.5181,500.0573,1062.4819,417.9427,1245,605,1206,542,1141,506,1004,501,963,593,970,607,2.481767112361674,"football, touch, flag",sports
6130,6131,024192773.jpg,686,932,802,762,766,515,701,541,839,701,669,757,734,528,856,289,875.512,262.1501,953.488,154.8499,945,435,897,466,936,301,776,277,676,391,744,398,3.979226055403237,"football, touch, flag",sports
6131,6132,002899674.jpg,-1,-1,542,652,656,551,726,548,792,670,-1,-1,691,550,681,372,677.8573,341.9194,670.1427,268.0806,542,567,587,464,617,363,744,381,738,488,736,569,2.2272206895590747,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6132,6133,068982107.jpg,1018,615,1027,518,1026,430,1065,434,1094,535,1109,616,1046,432,1057,341,1058.703,312.9009,1061.297,270.0991,989,424,1011,399,1019,340,1095,341,1094,397,1097,413,1.2864089551927098,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6133,6134,048183725.jpg,25,632,31,542,31,449,83,448,105,542,129,631,57,449,69,329,63.935,312.9243,51.065,272.0757,17,388,-1,-1,34,336,103,322,114,383,147,442,1.2848408461751206,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6134,6135,012434532.jpg,-1,-1,398,625,479,529,544,529,601,654,-1,-1,512,529,521,361,518.6834,338.6768,512.3166,277.3232,455,185,446,288,475,370,566,352,556,283,544,190,1.8504918265153183,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6135,6136,006449068.jpg,59,678,63,590,90,430,127,425,121,578,151,675,109,428,95,299,94.7367,266.8795,94.2633,209.1205,56,417,7,395,39,298,151,299,187,371,205,396,1.7328265925937307,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6136,6137,057429354.jpg,757,676,804,538,725,420,743,423,809,540,760,674,734,422,742,229,744.3813,199.3417,750.6187,121.6583,807,250,775,323,719,229,764,229,809,299,809,266,2.33799914456785,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6137,6138,062202948.jpg,160,687,128,580,126,480,189,477,219,572,278,671,158,479,141,337,139.0,314.0,136.0,240.0,89,383,89,421,105,349,177,325,235,373,179,352,2.2185400604902314,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6138,6139,050574230.jpg,187,623,247,511,196,399,220,397,254,500,234,609,208,398,209,261,219.7077,237.205,243.2923,184.795,284,328,211,341,200,257,217,264,245,329,326,308,1.7241624053435336,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6139,6140,081710213.jpg,737,532,749,446,767,344,807,350,798,448,800,540,787,347,815,239,811.5397,216.2609,804.4603,169.7391,764,290,728,277,778,244,852,233,865,265,812,288,1.4117223523058633,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6140,6141,086100882.jpg,969,700,975,588,989,484,1034,488,1021,614,1036,699,1012,486,1016,354,1013.3552,334.9575,1003.6448,265.0425,842,402,909,413,973,357,1058,351,1134,368,1082,375,2.1175835284587947,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6141,6142,061562440.jpg,691,568,738,549,748,452,787,458,788,546,773,621,768,455,755,344,753.4696,323.2305,749.5304,269.7695,805,344,773,377,732,352,777,335,835,373,809,424,1.6081790945040917,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6142,6143,001275648.jpg,135,617,89,535,101,418,155,409,109,506,182,599,128,414,118,273,118.3273,265.036,120.6727,207.964,125,192,47,218,76,271,159,274,209,248,189,188,1.7136067226758884,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6143,6144,069522966.jpg,229,633,227,530,246,403,310,408,335,529,362,633,278,406,288,248,283.2869,227.074,267.7131,157.926,230,277,174,261,240,245,335,250,352,319,293,312,2.126405417600322,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6144,6145,041799922.jpg,894,654,913,593,889,522,939,522,971,556,961,650,914,522,924,400,920.5414,407.2055,951.4586,342.7945,880,346,855,418,880,400,968,400,997,453,1033,497,2.143402901929546,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6145,6146,056555748.jpg,168,524,169,460,158,397,234,394,243,466,242,527,196,396,175,227,169.9841,201.0249,152.0159,107.9751,200,262,149,339,115,248,234,206,250,291,181,277,2.8430631368297115,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6146,6147,064908060.jpg,94,618,153,505,121,379,134,386,144,503,128,614,128,383,138,234,147.8147,222.803,199.1853,164.197,39,298,91,270,126,229,150,238,129,270,112,298,2.33799914456785,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6147,6148,035023661.jpg,1080,566,1086,485,1103,395,1149,398,1142,496,1125,579,1126,397,1128,290,1126.8203,266.6415,1124.1797,214.3585,1120,303,1108,331,1092,291,1163,289,1194,345,1240,366,1.5704878223023575,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6148,6149,091709851.jpg,939,634,941,507,944,390,979,392,986,513,983,626,962,391,955,256,953.1393,226.6937,948.8607,159.3063,887,423,906,336,918,254,991,257,1020,352,1043,414,2.0256909932168825,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6149,6150,013397487.jpg,-1,-1,-1,-1,510,570,592,570,-1,-1,-1,-1,551,570,537,312,547.9555,249.6906,574.0445,101.3094,452,617,477,503,468,336,605,288,634,363,679,410,4.519716805287693,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6150,6151,067151181.jpg,-1,-1,229,717,203,536,311,533,337,712,-1,-1,257,535,256,251,257.5425,191.5026,261.4575,40.4974,282,577,181,462,158,252,354,250,349,439,492,454,4.531680482999656,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6151,6152,000435958.jpg,-1,-1,-1,-1,710,654,814,650,-1,-1,-1,-1,762,652,734,424,723.6385,366.8047,694.3615,205.1953,-1,-1,630,654,648,446,820,402,983,394,1014,220,4.927194739402938,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6152,6153,092465111.jpg,-1,-1,624,620,551,465,574,460,588,613,451,719,563,463,549,318,547.6681,295.0252,542.3319,202.9748,603,333,569,431,532,324,566,311,597,424,620,340,2.7661496705709907,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6153,6154,011250413.jpg,1174,703,1193,565,1129,434,1184,436,1217,562,1094,654,1157,435,1151,283,1148.1197,255.8431,1139.8803,178.1569,1031,463,1081,375,1105,293,1196,272,1286,283,-1,-1,2.3436586782208706,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6154,6155,009488423.jpg,-1,-1,987,686,955,500,1030,501,1099,655,-1,-1,993,501,996,280,1004.1254,238.3819,1028.8746,111.6181,994,291,891,397,921,272,1071,288,1181,381,1146,264,3.874718054258916,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6155,6156,033300763.jpg,747,662,770,553,740,390,800,395,797,527,757,668,770,393,784,208,786.2641,182.5729,794.7359,87.4271,592,277,662,262,725,211,842,204,875,286,945,352,2.865664320886172,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6156,6157,037356629.jpg,208,973,215,826,220,660,184,670,184,848,179,968,202,665,192,527,202.7688,487.3615,228.2312,393.6385,169,641,205,607,222,516,162,537,148,610,153,646,2.9136039538688165,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6157,6158,021430007.jpg,263,1064,244,920,254,768,319,768,357,922,393,1055,287,768,312,629,309.8722,589.2095,304.1278,481.7905,119,677,201,732,244,634,379,624,432,703,482,674,3.227174615666156,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6158,6159,058512166.jpg,1511,818,1470,709,1472,593,1532,587,1491,722,1568,707,1502,590,1520,451,1517.6865,417.4541,1512.3135,339.5459,1470,432,1405,434,1478,451,1562,451,1526,492,1461,462,2.3427983267878605,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6159,6160,044291410.jpg,842,1079,929,870,924,583,1009,603,1154,827,1086,1079,967,593,907,388,919.6017,307.7326,940.3983,175.2674,884,570,869,498,849,375,964,400,1094,518,1161,553,4.022631974217875,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6160,6161,003417559.jpg,-1,-1,-1,-1,1061,1047,1200,1032,-1,-1,-1,-1,1131,1040,1125,654,1118.8538,582.0022,1103.1462,397.9978,966,959,1006,819,1021,655,1228,652,1295,886,1346,1071,5.540206494346577,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6161,6162,031965206.jpg,884,889,966,792,896,602,838,610,865,809,850,966,867,606,879,425,879.8862,382.4629,882.1138,275.5371,1019,376,1014,408,922,405,836,444,862,484,927,472,3.208468793677133,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6162,6163,081043291.jpg,665,1035,663,905,648,795,701,800,713,915,697,1038,675,798,658,589,655.3055,568.5214,640.6945,457.4786,571,756,586,684,603,590,713,588,754,674,798,751,3.36,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6163,6164,060671958.jpg,982,832,1026,630,1046,449,1142,446,1134,609,1070,814,1094,448,1120,224,1120.4112,176.7145,1121.5888,41.2855,1002,262,909,356,989,221,1251,226,1217,317,1119,291,4.0630235047314205,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6164,6165,062678382.jpg,-1,-1,773,988,739,837,667,832,684,956,-1,-1,703,835,695,514,697.8186,476.9817,707.1814,354.0183,1141,534,958,591,771,524,618,504,581,435,519,369,3.6995826791680178,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6165,6166,063800324.jpg,1856,845,1821,708,1833,578,1899,594,1792,684,1705,816,1866,586,-1,-1,-1.0,-1.0,-1.0,-1.0,1707,476,1776,504,1844,438,-1,-1,-1,-1,-1,-1,2.5644087037755896,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6166,6167,062872139.jpg,-1,-1,1754,908,1776,634,1629,614,1586,889,1613,1076,1703,624,1719,394,1702.1337,335.7551,1660.8663,193.2449,1697,408,1788,516,1815,393,1622,395,1574,554,1372,489,4.450948662925691,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6167,6168,055372823.jpg,1030,747,1051,566,1089,446,1164,449,1182,568,1179,738,1127,448,1126,263,1114.4417,222.3319,1083.5583,113.6681,815,331,926,306,1008,256,1243,270,1265,365,1254,437,3.3890175567559395,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6168,6169,098641402.jpg,314,768,357,619,282,470,364,460,513,571,487,730,323,465,311,290,318.0988,247.2042,338.9012,121.7958,220,408,174,400,210,306,412,273,448,350,499,278,3.8136596596969694,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6169,6170,073229057.jpg,506,735,516,583,482,393,595,391,684,511,804,670,539,392,468,190,496.7313,154.5443,580.2687,51.4557,376,319,331,280,367,193,569,186,619,234,696,210,3.980600959654208,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6170,6171,077694639.jpg,-1,-1,-1,-1,638,520,756,520,-1,-1,-1,-1,697,520,662,184,670.6844,143.6539,701.3156,1.3461,646,266,479,413,566,181,758,187,826,400,762,293,4.367010877018741,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6171,6172,087246282.jpg,-1,-1,-1,-1,107,545,238,540,-1,-1,-1,-1,173,543,139,212,143.7784,166.8041,158.2216,30.1959,124,413,1,365,48,211,230,213,269,362,182,347,4.121087235184423,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6172,6173,021563976.jpg,-1,-1,150,662,97,617,213,630,161,606,-1,-1,155,624,140,427,138.9033,395.5606,135.0967,286.4394,97,572,49,541,62,440,217,413,245,490,227,525,3.2756263523179805,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6173,6174,008380416.jpg,-1,-1,264,622,163,655,266,622,299,666,-1,-1,215,639,207,436,203.9418,404.4625,194.0582,302.5375,33,412,43,514,132,432,282,439,301,522,383,508,3.0720937485695323,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6174,6175,048289444.jpg,-1,-1,654,719,625,518,628,520,657,714,-1,-1,627,519,621,228,631.5023,181.7189,669.4977,14.2811,789,377,683,441,625,224,617,231,644,410,745,390,5.150838378361333,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6175,6176,082918178.jpg,-1,-1,-1,-1,104,681,220,655,-1,-1,-1,-1,162,668,121,324,125.2265,291.0061,147.7735,114.9939,1,137,-1,-1,36,326,205,322,360,304,311,165,5.323511622979703,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6176,6177,044378358.jpg,-1,-1,-1,-1,464,715,551,714,-1,-1,-1,-1,508,718,514,365,519.0,324.0,541.0,147.0,665,605,489,636,472,355,555,375,549,545,696,524,5.347908750156456,"ethnic or cultural dancing (e.g., Greek, Middle Eastern, hula, salsa, merengue, bamba y plena, flame",dancing
6177,6178,057085303.jpg,200,451,218,371,200,286,211,285,221,361,218,431,206,286,217,201,221.7398,188.1078,237.2602,145.8922,245,275,203,245,221,202,213,199,188,235,215,250,1.3493465084995773,put on and removal of tarp - sailboat,home repair
6178,6179,052707094.jpg,202,390,225,315,188,249,165,251,202,310,170,377,177,250,204,170,204.6536,151.0455,206.3464,101.9545,238,194,227,220,225,177,183,163,181,207,204,191,1.47360781756884,put on and removal of tarp - sailboat,home repair
6179,6180,003820278.jpg,236,468,252,382,242,280,255,280,271,372,266,447,249,280,284,170,283.3698,151.5132,281.6302,100.4868,335,251,286,242,291,171,276,169,281,216,325,229,1.5316814290184495,put on and removal of tarp - sailboat,home repair
6180,6181,061521490.jpg,459,451,449,366,452,280,457,282,379,344,386,443,455,281,467,174,464.7019,150.3924,458.2981,84.6076,422,250,463,224,453,165,481,182,499,242,454,275,1.9828706463105448,put on and removal of tarp - sailboat,home repair
6181,6182,015750055.jpg,121,465,131,358,118,434,43,439,59,370,43,464,81,437,91,291,91.5493,279.3282,94.4507,217.6718,172,295,176,320,134,283,47,298,80,316,96,295,1.851736482332192,put on and removal of tarp - sailboat,home repair
6182,6183,059433173.jpg,-1,-1,313,412,146,417,151,395,275,454,158,466,149,406,199,272,209.3263,244.7942,240.6737,162.2058,330,326,253,366,198,282,199,261,257,326,330,300,2.650126034738725,put on and removal of tarp - sailboat,home repair
6183,6184,059361054.jpg,-1,-1,104,425,39,279,69,275,104,407,-1,-1,54,277,203,194,209.4689,183.6498,261.5311,100.3502,292,333,203,321,205,231,201,156,267,228,330,266,2.946922462502195,put on and removal of tarp - sailboat,home repair
6184,6185,016418496.jpg,-1,-1,282,451,266,323,267,300,282,419,-1,-1,267,312,258,138,269.5122,110.9554,309.4878,17.0446,352,237,273,274,262,170,253,105,360,88,330,41,3.061952318374667,put on and removal of tarp - sailboat,home repair
6185,6186,012346357.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,353,147,352.8762,144.5863,349.1238,71.4137,342,206,255,187,302,144,404,149,422,200,368,208,2.19806460323622,put on and removal of tarp - sailboat,home repair
6186,6187,098005194.jpg,369,378,305,273,441,296,445,330,307,313,397,400,443,313,434,174,424.5941,148.7922,393.4059,65.2078,372,203,437,203,432,165,436,183,391,267,326,235,2.676403557014525,put on and removal of tarp - sailboat,home repair
6187,6188,039371917.jpg,335,475,348,383,363,298,393,302,388,383,388,466,378,300,369,184,364.1121,162.121,352.8879,111.879,245,182,286,183,333,187,405,180,417,248,412,312,1.5444144521468322,put on and removal of tarp - sailboat,home repair
6188,6189,022742173.jpg,238,271,243,186,258,106,249,110,172,151,248,179,254,108,178,31,146.4867,29.9668,87.5133,28.0332,190,156,208,87,184,43,171,19,156,74,130,140,1.7701525358002344,put on and removal of tarp - sailboat,home repair
6189,6190,017132454.jpg,497,447,510,377,506,286,473,284,463,371,460,454,490,285,506,158,498.702,133.4299,483.298,81.5701,529,182,576,201,544,159,467,157,430,223,420,239,1.6229750460188843,put on and removal of tarp - sailboat,home repair
6190,6191,060944530.jpg,-1,-1,252,413,240,325,183,328,175,428,-1,-1,212,327,213,187,213.2533,184.684,219.7467,125.316,305,185,296,166,232,190,194,184,257,167,282,180,1.791660682160548,put on and removal of tarp - sailboat,home repair
6191,6192,064355212.jpg,270,457,275,357,255,265,198,262,192,352,174,441,227,264,257,143,259.8591,137.1977,288.1409,79.8023,262,214,310,214,308,151,206,135,186,191,230,211,1.9195499472532616,put on and removal of tarp - sailboat,home repair
6192,6193,008800603.jpg,516,422,527,307,570,169,538,178,466,304,454,443,554,174,438,78,437.6877,89.5556,439.3123,29.4444,407,224,468,194,465,72,411,83,411,161,373,248,1.803995565404749,put on and removal of tarp - sailboat,home repair
6193,6194,089353458.jpg,-1,-1,-1,-1,510,419,514,444,-1,-1,-1,-1,512,432,541,240,532.0465,204.9999,505.9535,103.0001,449,242,527,275,537,209,544,271,480,372,377,324,3.158531304261523,put on and removal of tarp - sailboat,home repair
6194,6195,038926640.jpg,22,325,101,337,6,253,73,238,200,209,154,319,40,246,74,116,87.3738,99.7055,147.6262,26.2945,91,251,-1,-1,13,130,134,101,190,165,149,171,2.8491346054547857,put on and removal of tarp - sailboat,home repair
6195,6196,031336941.jpg,51,348,177,328,36,274,59,246,172,181,174,328,48,260,55,127,56.0408,105.5889,60.9592,4.4111,211,173,117,239,32,156,78,98,133,152,219,136,3.0389155960638328,put on and removal of tarp - sailboat,home repair
6196,6197,046236145.jpg,6,297,81,335,-1,-1,50,220,178,190,142,308,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,90,254,7,246,-1,-1,80,88,155,150,157,205,2.867372316250542,put on and removal of tarp - sailboat,home repair
6197,6198,039006607.jpg,48,328,116,347,20,258,88,223,190,201,141,305,54,241,67,113,75.5671,94.7041,117.4329,5.2959,163,226,46,250,12,127,122,98,169,162,205,186,2.9617400291045124,put on and removal of tarp - sailboat,home repair
6198,6199,086357700.jpg,30,310,39,336,4,262,68,252,181,223,143,316,36,257,65,130,68.7946,117.773,97.2054,26.227,89,283,3,239,1,127,128,132,245,157,284,239,2.8755966337440304,put on and removal of tarp - sailboat,home repair
6199,6200,092926098.jpg,113,330,238,412,137,289,176,242,305,272,166,333,157,266,86,151,100.986,99.5825,129.014,3.4175,172,280,64,268,52,184,120,118,176,184,242,184,3.0049878535528225,put on and removal of tarp - sailboat,home repair
6200,6201,030345322.jpg,114,333,232,417,113,299,161,252,316,238,218,322,137,276,84,143,107.9264,99.8827,156.0736,13.1173,204,243,100,275,73,186,94,100,146,190,236,186,2.976870840328817,put on and removal of tarp - sailboat,home repair
6201,6202,026459711.jpg,394,604,402,513,371,389,424,384,452,497,447,591,398,387,412,249,413.7062,244.2225,440.2938,169.7775,298,400,290,323,352,253,471,245,500,288,548,317,2.37151091079084,"skiing, cross-country, biathlon, skating technique",winter activities
6202,6203,051950185.jpg,-1,-1,-1,-1,983,535,1092,532,-1,-1,-1,-1,1038,534,1069,307,1076.1093,274.2596,1099.8907,164.7404,914,546,928,405,986,290,1151,323,1172,468,1206,586,3.3621421742692563,"skiing, cross-country, biathlon, skating technique",winter activities
6203,6204,045053654.jpg,620,633,658,526,738,406,804,399,806,554,843,671,771,403,738,245,744.0516,250.4362,672.9484,186.5638,598,355,614,288,682,250,793,239,894,294,848,325,2.867372316250542,"skiing, cross-country, biathlon, skating technique",winter activities
6204,6205,001164490.jpg,-1,-1,-1,-1,506,549,628,503,789,700,-1,-1,567,526,573,314,573.1658,313.7607,660.8342,187.2393,359,557,340,462,485,330,661,297,719,322,874,371,4.617802074580503,"skiing, cross-country, biathlon, skating technique",winter activities
6205,6206,055681214.jpg,488,496,492,435,432,397,439,401,483,436,459,497,436,399,486,327,494.1299,319.5928,522.8701,293.4072,436,385,430,338,478,320,494,333,503,383,535,411,1.1664098765013953,"skiing, cross-country, biathlon, skating technique",winter activities
6206,6207,066152432.jpg,-1,-1,-1,-1,428,717,568,710,-1,-1,-1,-1,500,716,419,293,434.0,248.0,508.0,38.0,501,344,290,466,235,272,603,313,625,636,706,458,6.668113976230461,"skiing, cross-country, biathlon, skating technique",winter activities
6207,6208,059191440.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,427,374,437.3053,308.6751,475.6947,65.3249,319,375,185,607,253,346,601,402,623,723,702,516,7.390792109104409,"skiing, cross-country, biathlon, skating technique",winter activities
6208,6209,073627990.jpg,173,564,254,466,357,322,415,336,431,468,389,580,386,329,404,186,407.7282,175.3192,437.2718,90.6808,299,285,304,208,331,182,477,190,508,237,476,306,2.6893924964571463,"skiing, cross-country, biathlon, skating technique",winter activities
6209,6210,057133953.jpg,418,636,354,468,483,340,575,336,673,545,747,656,529,338,461,123,478.7932,133.2653,365.2068,67.7347,269,71,286,108,383,113,538,133,647,188,532,149,3.9340238941826473,"skiing, cross-country, biathlon, skating technique",winter activities
6210,6211,006675025.jpg,-1,-1,576,654,723,479,818,466,911,646,-1,-1,771,473,675,239,685.8972,245.2941,548.1028,165.7059,462,135,495,212,628,233,721,245,880,326,708,284,4.773828652140753,"skiing, cross-country, biathlon, skating technique",winter activities
6211,6212,011644552.jpg,-1,-1,-1,-1,507,582,588,574,-1,-1,-1,-1,548,578,528,314,534.9435,293.4088,579.0565,162.5912,410,617,394,477,443,327,613,301,738,218,625,145,4.141651844373208,"skiing, cross-country, biathlon, skating technique",winter activities
6212,6213,059647458.jpg,613,821,642,629,682,442,761,464,773,667,795,876,722,453,735,218,736.0175,234.89,728.9825,118.11,517,284,558,250,663,212,807,224,948,250,932,272,3.509748708953392,"skiing, cross-country, biathlon, skating technique",winter activities
6213,6214,027497919.jpg,1610,788,1593,691,1604,607,1626,611,1614,695,1626,780,1615,609,1595,504,1584.8574,492.361,1544.1426,445.639,1532,550,1593,550,1577,501,1612,507,1630,556,1577,554,1.8591869190589736,"skiing, cross-country, biathlon, skating technique",winter activities
6214,6215,007964513.jpg,824,588,777,582,821,571,812,559,839,534,888,577,817,565,780,499,772.6187,509.3339,797.3813,474.6661,772,571,763,540,760,505,800,493,837,505,812,514,1.2780985877466573,"skiing, cross-country, biathlon, skating technique",winter activities
6215,6216,042960274.jpg,986,1055,962,850,972,614,1058,614,1114,838,1152,1050,1015,614,966,360,944.9479,295.56,905.0521,173.44,849,470,878,518,861,376,1070,343,1145,482,1061,480,3.854148933292538,"skiing, cross-country, biathlon, skating technique",winter activities
6216,6217,055432260.jpg,-1,-1,615,549,615,442,683,450,692,554,-1,-1,649,446,648,346,646.2184,367.3794,651.7816,300.6206,553,442,558,360,607,349,688,343,747,386,750,466,2.0097044558839987,"skiing, cross-country, biathlon, skating technique",winter activities
6217,6218,033281836.jpg,-1,-1,-1,-1,634,499,770,520,-1,-1,-1,-1,702,510,750,235,779.6421,266.9223,668.3579,147.0777,535,487,561,301,638,212,861,257,1004,326,1128,425,4.906342018245365,"skiing, cross-country, biathlon, skating technique",winter activities
6218,6219,075487253.jpg,-1,-1,-1,-1,169,538,277,521,-1,-1,-1,-1,223,530,190,269,195.7803,241.6198,222.2197,116.3802,185,278,60,323,89,246,291,291,280,437,277,327,3.84,"skiing, cross-country, biathlon, skating technique",winter activities
6219,6220,064869504.jpg,556,304,582,331,620,224,675,222,710,327,737,320,648,223,665,278,665.5801,283.8657,673.4199,363.1343,628,354,579,341,620,278,709,277,742,347,697,354,2.389657716075673,"skiing, cross-country, biathlon, skating technique",winter activities
6220,6221,063744538.jpg,355,535,448,439,504,355,583,355,666,439,743,525,544,355,567,308,549.6445,332.2977,604.3555,255.7023,426,498,424,391,506,304,628,312,700,397,716,490,2.823852687375884,"skiing, cross-country, biathlon, skating technique",winter activities
6221,6222,055342770.jpg,753,1071,751,867,746,677,859,662,934,855,996,1033,803,670,793,405,794.0704,388.1941,801.9296,264.8059,590,501,616,477,705,412,881,398,955,456,984,484,3.7091454541443913,"skiing, cross-country, biathlon, skating technique",winter activities
6222,6223,001138967.jpg,1354,862,1291,631,1258,447,1376,423,1364,594,1431,821,1317,435,1297,186,1287.7167,154.3738,1247.2833,16.6262,1070,257,1181,346,1205,220,1388,151,1499,269,1405,334,4.306779771476597,"skiing, cross-country, biathlon, skating technique",winter activities
